loan_id,loan_date,loan_value,loan_duration,payments,loan_success,account_frequency,account_creation,account_district code ,account_district region,account_district no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,birthday,client_district code ,client_district region,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 ,card_type,card issue,no. of transactions,balance,nr_movements,min_trans_amount,max_trans_amount,avg_trans_amount,min_balance,max_balance,avg_balance
6118,971004,349392,48,7279,,monthly issuance,951217,57,south Moravia,161954,21,37,20,3,8,48.0,8720,6.43,4.5,116,1358.0,3651,44,False,540603,57,south Moravia,161954,21,37,20,3,8,48.0,8720,6.43,4.5,116,1358.0,3651,classic,970520,320.7,64050.3,145.0,14.6,52700.0,12631.077931034484,900.0,142574.7,59951.07517241377
7264,971007,44940,12,3745,,weekly issuance,970211,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,22,True,760120,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,3900.0,76986.0,40.0,30.0,78600.0,13027.2,200.0,106467.0,52484.82250000001
5343,971008,44952,24,1873,,monthly issuance,960801,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,28,False,700325,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,252.1,51732.9,89.0,14.6,49785.0,9539.001123595504,1000.0,127317.0,51453.80112359551
5051,971011,230400,60,3840,,monthly issuance,960722,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,37,False,610724,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,no card,0,4.0,49277.3,168.0,2.0,59900.0,12591.524404761907,20574.0,145352.1,79500.53809523811
5779,971014,107352,36,2982,,weekly issuance,960510,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,59,True,391228,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,no card,0,2300.0,61126.0,84.0,22.2,48282.0,12020.685714285712,600.0,151251.4,57995.11904761904
6605,971014,79344,48,1653,,monthly issuance,960326,23,west Bohemia,87419,21,11,4,3,9,85.5,8624,6.43,2.66,102,1358.0,3198,47,True,510605,23,west Bohemia,87419,21,11,4,3,9,85.5,8624,6.43,2.66,102,1358.0,3198,no card,0,6457.0,34308.1,105.0,12.3,9686.0,2747.930476190476,300.0,39445.1,23918.4942857143
6655,971017,260400,60,4340,,monthly issuance,960408,73,north Moravia,182027,17,49,12,2,7,56.4,8746,6.43,3.74,90,1358.0,4433,48,True,500619,73,north Moravia,182027,17,49,12,2,7,56.4,8746,6.43,3.74,90,1358.0,4433,no card,0,916.0,21054.8,127.0,14.6,51500.0,9845.946456692913,600.0,111670.7,37448.4047244094
6534,971019,590820,60,9847,,monthly issuance,960516,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,31,False,670822,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,10609.0,30859.3,111.0,14.6,15914.0,4880.52252252252,300.0,45146.0,27937.97837837838
5681,971020,68664,24,2861,,weekly issuance,960606,58,south Moravia,109164,98,16,6,1,4,63.6,8757,6.43,3.95,96,1358.0,2471,18,True,800219,58,south Moravia,109164,98,16,6,1,4,63.6,8757,6.43,3.95,96,1358.0,2471,no card,0,17809.0,36642.4,73.0,10.2,48806.0,7446.938356164384,700.0,72649.2,36855.82328767124
6607,971021,153144,36,4254,,monthly issuance,960409,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,29,False,690217,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,classic,961102,3300.0,57715.7,171.0,14.6,53000.0,12272.3403508772,300.0,133011.5,58553.67719298242
6242,971022,26208,36,728,,monthly issuance,970615,29,west Bohemia,45714,52,10,5,1,6,55.6,8843,6.43,3.6,113,1358.0,888,25,True,730412,29,west Bohemia,45714,52,10,5,1,6,55.6,8843,6.43,3.6,113,1358.0,888,no card,0,6300.0,37647.8,12.0,46.4,11300.0,4487.316666666667,1000.0,43947.8,27419.85
7242,971023,48096,24,2004,,weekly issuance,960726,32,north Bohemia,105058,32,19,7,2,10,81.0,9272,6.43,3.22,118,1358.0,4505,40,False,580719,32,north Bohemia,105058,32,19,7,2,10,81.0,9272,6.43,3.22,118,1358.0,4505,no card,0,2300.0,32352.9,83.0,19.0,20320.0,4930.709638554215,800.0,51009.5,33044.01566265058
7277,971024,89280,12,7440,,monthly issuance,970205,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,51,False,471114,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,8000.0,62119.7,52.0,14.6,66964.0,15233.588461538458,900.0,109529.5,60522.04038461536
6675,971101,238716,36,6631,,weekly issuance,960616,48,east Bohemia,78955,50,24,8,1,9,59.0,9060,6.43,2.44,124,1358.0,1717,34,False,640701,48,east Bohemia,78955,50,24,8,1,9,59.0,9060,6.43,2.44,124,1358.0,1717,no card,0,316.2,83069.1,106.0,30.0,59676.0,12167.42641509434,1000.0,115150.5,65133.53584905661
5398,971104,53472,12,4456,,weekly issuance,960226,9,central Bohemia,81344,61,23,4,2,6,55.3,8899,6.43,3.97,149,1358.0,2487,58,False,400326,9,central Bohemia,81344,61,23,4,2,6,55.3,8899,6.43,3.97,149,1358.0,2487,no card,0,366.2,64314.3,134.0,22.8,63600.0,14576.122388059704,300.0,172962.5,64144.50223880592
5956,971104,168264,36,4674,,monthly issuance,970414,73,north Moravia,182027,17,49,12,2,7,56.4,8746,6.43,3.74,90,1358.0,4433,48,False,501008,73,north Moravia,182027,17,49,12,2,7,56.4,8746,6.43,3.74,90,1358.0,4433,no card,0,121.8,27575.2,25.0,14.6,42068.0,13602.675999999996,700.0,70585.8,40044.57600000001
5731,971105,460980,60,7683,,monthly issuance,970508,3,central Bohemia,75232,55,26,4,1,5,41.7,8980,6.43,2.21,111,1358.0,2813,34,True,641209,3,central Bohemia,75232,55,26,4,1,5,41.7,8980,6.43,2.21,111,1358.0,2813,no card,0,10600.0,19163.5,26.0,14.6,49137.0,12750.846153846152,400.0,103750.1,45410.15
6956,971109,59448,24,2477,,monthly issuance,960625,11,central Bohemia,75637,35,36,9,0,7,36.5,9622,6.43,0.59,154,1358.0,3529,41,False,571201,11,central Bohemia,75637,35,36,9,0,7,36.5,9622,6.43,0.59,154,1358.0,3529,no card,0,14861.0,33869.8,93.0,14.6,24204.0,5879.703225806448,200.0,67122.1,29114.622580645137
6437,971109,63972,36,1777,,issuance after transaction,970717,55,south Moravia,157042,49,70,18,0,9,33.9,8743,6.43,2.43,111,1358.0,3894,51,False,470524,55,south Moravia,157042,49,70,18,0,9,33.9,8743,6.43,2.43,111,1358.0,3894,no card,0,10660.0,39052.7,11.0,30.2,10660.0,4859.327272727272,300.0,39052.7,21532.34545454545
5447,971112,541200,60,9020,,monthly issuance,960404,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,52,True,461218,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,13992.0,6360.9,174.0,1.1,20988.0,3555.9178160919523,-17030.4,51160.5,12006.396551724149
5973,971124,219456,48,4572,,monthly issuance,970808,46,east Bohemia,112709,48,20,7,3,10,73.5,8369,6.43,2.31,117,1358.0,2618,38,True,600115,46,east Bohemia,112709,48,20,7,3,10,73.5,8369,6.43,2.31,117,1358.0,2618,no card,0,29445.0,77123.8,11.0,88.3,29445.0,14574.890909090907,400.0,77123.8,44366.05454545455
6075,971126,129312,24,5388,,monthly issuance,960112,4,central Bohemia,149893,63,29,6,2,6,67.4,9753,6.43,5.05,109,1358.0,5892,25,True,731020,4,central Bohemia,149893,63,29,6,2,6,67.4,9753,6.43,5.05,109,1358.0,5892,no card,0,38699.0,102816.6,152.0,3.5,49950.0,12539.060526315798,-8657.3,116311.7,45330.9197368421
5281,971127,194256,24,8094,,monthly issuance,960108,69,north Moravia,42821,4,13,5,1,3,48.4,8173,6.43,7.01,124,1358.0,1358,30,False,680415,69,north Moravia,42821,4,13,5,1,3,48.4,8173,6.43,7.01,124,1358.0,1358,no card,0,30779.0,67742.6,134.0,14.6,63100.0,12812.211940298512,400.0,134156.7,51370.48059701493
5103,971128,12540,12,1045,,monthly issuance,960315,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,58,True,400212,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,classic,970822,14658.0,54562.2,152.0,14.6,21987.0,4203.093421052629,200.0,57779.4,41922.04671052632
6468,971130,203940,60,3399,,monthly issuance,961207,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,44,True,540511,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,2900.0,51081.3,54.0,14.6,37200.0,9742.898148148146,400.0,72580.1,42000.78888888887
7209,971130,385560,60,6426,,monthly issuance,961002,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,42,False,560415,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,no card,0,12800.0,10414.7,59.0,0.4,43502.0,7820.171186440674,700.0,66054.9,29028.266101694902
5584,971206,24792,24,1033,,monthly issuance,960409,63,south Moravia,86513,38,36,5,1,5,50.5,8288,6.43,4.52,110,1358.0,1460,40,False,580606,63,south Moravia,86513,38,36,5,1,5,50.5,8288,6.43,4.52,110,1358.0,1460,no card,0,3301.0,69188.8,135.0,14.6,35143.5,7184.2881481481445,500.0,72489.8,47061.86000000002
4988,971206,265320,36,7370,,monthly issuance,960310,44,east Bohemia,105606,77,26,7,2,7,53.0,8254,6.43,3.76,97,1358.0,2325,31,False,670921,44,east Bohemia,105606,77,26,7,2,7,53.0,8254,6.43,3.76,97,1358.0,2325,no card,0,14.6,19978.2,83.0,4.4,53500.0,8634.156626506025,379.0,116038.4,46266.57469879516
6502,971208,30276,12,2523,,monthly issuance,960728,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,36,False,620209,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,no card,0,1110.0,27846.6,164.0,14.6,62900.0,12133.594512195128,900.0,116439.0,61588.33719512191
5651,971208,19248,12,1604,,monthly issuance,961012,3,central Bohemia,75232,55,26,4,1,5,41.7,8980,6.43,2.21,111,1358.0,2813,34,False,641016,3,central Bohemia,75232,55,26,4,1,5,41.7,8980,6.43,2.21,111,1358.0,2813,no card,0,28093.5,56435.5,72.0,14.6,28093.5,7670.837499999998,200.0,60870.3,36065.975
4962,971208,30276,12,2523,,monthly issuance,960728,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,36,False,620209,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,no card,0,1110.0,31621.9,164.0,14.6,62900.0,12113.93109756098,900.0,119652.7,62991.2646341463
5862,971209,100128,24,4172,,monthly issuance,960429,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,50,True,480406,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,no card,0,6135.0,55023.7,139.0,14.6,63800.0,9714.087769784175,700.0,120586.5,56496.39136690648
7199,971209,45768,12,3814,,monthly issuance,960918,75,north Moravia,138032,67,30,4,2,5,64.6,8819,6.43,5.66,99,1358.0,4505,54,False,440801,75,north Moravia,138032,67,30,4,2,5,64.6,8819,6.43,5.66,99,1358.0,4505,no card,0,2670.0,77322.2,146.0,14.6,57600.0,11189.415753424662,900.0,150977.5,59138.44178082188
6727,971210,42840,12,3570,,monthly issuance,970320,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,61,False,371111,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,22908.0,57767.4,45.0,14.6,22908.0,5868.537777777779,1100.0,57767.4,35642.19777777778
7279,971211,155760,24,6490,,monthly issuance,970112,33,north Bohemia,133777,24,17,7,3,11,84.7,8705,6.43,7.61,116,1358.0,4859,50,True,480731,33,north Bohemia,133777,24,17,7,3,11,84.7,8705,6.43,7.61,116,1358.0,4859,no card,0,30300.0,55447.1,83.0,14.6,47600.0,13533.985542168675,200.0,108538.5,51964.01927710846
6544,971211,130464,48,2718,,monthly issuance,960216,16,south Bohemia,93931,74,21,10,1,8,56.9,8427,6.43,1.54,107,1358.0,1913,24,False,740322,16,south Bohemia,93931,74,21,10,1,8,56.9,8427,6.43,1.54,107,1358.0,1913,no card,0,2700.0,32928.2,191.0,14.6,48126.0,8183.317277486914,1000.0,132087.5,53546.70890052362
5933,971213,87528,24,3647,,issuance after transaction,961212,77,north Moravia,148545,8,35,12,3,4,53.5,8909,6.43,5.56,113,1358.0,3590,47,False,510216,77,north Moravia,148545,8,35,12,3,4,53.5,8909,6.43,5.56,113,1358.0,3590,no card,0,32823.0,74816.0,57.0,72.8,32823.0,8868.598245614035,800.0,74816.0,42728.93157894737
6574,971220,77544,36,2154,,monthly issuance,961129,2,central Bohemia,88884,80,26,6,2,5,46.7,8507,6.43,1.85,132,1358.0,2674,56,True,420414,2,central Bohemia,88884,80,26,6,2,5,46.7,8507,6.43,1.85,132,1358.0,2674,no card,0,1900.0,20750.2,64.0,14.6,48633.0,10814.934374999995,700.0,122450.5,37934.865625000006
6399,971221,49320,36,1370,,monthly issuance,961022,60,south Moravia,110643,49,41,4,1,4,51.9,8441,6.43,4.48,115,1358.0,2252,32,False,660201,60,south Moravia,110643,49,41,4,1,4,51.9,8441,6.43,4.48,115,1358.0,2252,no card,0,11700.0,26686.8,81.0,14.6,15567.0,3852.4654320987656,900.0,49729.2,35987.26296296296
7187,971224,24180,60,403,,monthly issuance,960708,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,60,False,381019,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,no card,0,85.0,89121.5,134.0,14.6,33066.0,5555.0895522388055,1100.0,97336.5,78724.20970149254
6353,971225,116496,24,4854,,monthly issuance,960210,61,south Moravia,117897,139,28,5,1,6,53.8,8814,6.43,5.74,107,1358.0,2059,40,False,581007,61,south Moravia,117897,139,28,5,1,6,53.8,8814,6.43,5.74,107,1358.0,2059,no card,0,4600.0,24270.5,120.0,14.6,43684.0,11518.624166666665,600.0,84726.8,41285.01833333333
5043,971225,468060,60,7801,,weekly issuance,960911,46,east Bohemia,112709,48,20,7,3,10,73.5,8369,6.43,2.31,117,1358.0,2618,51,True,471019,46,east Bohemia,112709,48,20,7,3,10,73.5,8369,6.43,2.31,117,1358.0,2618,no card,0,6600.0,102734.6,112.0,30.0,70210.0,13857.611607142857,400.0,127425.3,59623.21607142848
5469,971226,293160,60,4886,,monthly issuance,960707,52,east Bohemia,139012,59,41,8,3,10,61.9,8363,6.43,3.49,108,1358.0,2799,20,True,780117,52,east Bohemia,139012,59,41,8,3,10,61.9,8363,6.43,3.49,108,1358.0,2799,no card,0,4300.0,14840.8,97.0,14.6,64500.0,12127.338144329897,800.0,131276.2,49740.62371134018
5976,971227,465504,48,9698,,monthly issuance,961218,72,north Moravia,226122,32,50,7,4,4,62.6,8994,6.43,4.79,110,1358.0,9208,36,False,620504,72,north Moravia,226122,32,50,7,4,4,62.6,8994,6.43,4.79,110,1358.0,9208,no card,0,1922.0,17274.4,86.0,14.6,24735.0,5107.33488372093,1100.0,49947.4,26347.12441860465
6059,971228,79824,12,6652,,weekly issuance,970629,13,central Bohemia,53921,61,22,1,1,2,41.3,8598,6.43,3.26,123,1358.0,1875,42,False,561230,13,central Bohemia,53921,61,22,1,1,2,41.3,8598,6.43,3.26,123,1358.0,1875,no card,0,6300.0,38069.7,31.0,13.5,55100.0,14454.187096774192,300.0,121592.6,49309.009677419344
5799,971228,106128,36,2948,,weekly issuance,970125,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,20,False,781221,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,no card,0,14100.0,51095.2,52.0,16.2,50700.0,8468.101923076923,900.0,76251.4,36071.94230769232
6147,971228,177504,48,3698,,issuance after transaction,960710,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,54,False,440412,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,no card,0,2600.0,19981.3,86.0,64.9,61800.0,9661.806976744188,14855.3,139525.4,44723.35581395345
6254,971228,247920,48,5165,,monthly issuance,961111,34,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,1358.0,5190,56,True,420404,34,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,1358.0,5190,classic,971223,3000.0,20059.8,83.0,14.6,63800.0,11110.320481927709,1000.0,110892.1,54799.856626506
7100,971231,348120,60,5802,,monthly issuance,961201,69,north Moravia,42821,4,13,5,1,3,48.4,8173,6.43,7.01,124,1358.0,1358,36,True,620720,69,north Moravia,42821,4,13,5,1,3,48.4,8173,6.43,7.01,124,1358.0,1358,no card,0,19200.0,53621.6,65.0,14.6,60500.0,14812.91076923077,600.0,111159.5,58819.48769230769
7147,980102,267600,48,5575,,weekly issuance,960224,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,40,True,580120,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,3300.0,11562.7,112.0,24.8,61500.0,13043.204464285713,200.0,137673.6,62460.22678571429
5909,980103,61320,60,1022,,monthly issuance,970206,56,south Moravia,124605,11,42,14,1,8,46.0,8772,6.43,4.98,126,1358.0,3158,51,True,470917,56,south Moravia,124605,11,42,14,1,8,46.0,8772,6.43,4.98,126,1358.0,3158,no card,0,1800.0,21118.6,74.0,14.6,12945.0,2586.201351351352,700.0,32515.7,23137.190540540527
7037,980103,218064,48,4543,,monthly issuance,970507,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,54,True,440408,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,6300.0,42694.0,39.0,14.6,40884.0,10188.81282051282,400.0,81063.2,54315.55897435898
5782,980104,63576,12,5298,,monthly issuance,970616,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,38,True,600403,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,3600.0,43635.1,32.0,14.6,56900.0,11790.425,500.0,109399.2,59128.5875
6237,980106,407952,48,8499,,monthly issuance,960915,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,24,True,740228,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,no card,0,53.0,10778.5,78.0,14.6,9900.0,3453.91153846154,-1449.6,29696.8,14785.585897435896
6552,980108,170448,48,3551,,monthly issuance,960922,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,55,True,431011,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,no card,0,4480.0,41656.1,85.0,14.6,33225.0,8292.202352941174,1000.0,73025.1,39297.33529411767
7067,980111,136368,24,5682,,monthly issuance,970426,22,west Bohemia,58400,65,16,4,1,6,52.4,8620,6.43,1.25,100,1358.0,1117,29,False,690704,22,west Bohemia,58400,65,16,4,1,6,52.4,8620,6.43,1.25,100,1358.0,1117,no card,0,8400.0,51899.0,59.0,14.6,48627.0,15067.189830508472,600.0,119446.2,60593.84067796612
5320,980111,143676,36,3991,,weekly issuance,961021,55,south Moravia,157042,49,70,18,0,9,33.9,8743,6.43,2.43,111,1358.0,3894,46,False,521212,55,south Moravia,157042,49,70,18,0,9,33.9,8743,6.43,2.43,111,1358.0,3894,no card,0,1236.0,16473.5,72.0,30.0,48125.0,5917.831944444445,700.0,82795.9,28370.44166666669
5930,980112,66696,24,2779,,monthly issuance,970924,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,22,False,760101,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,12260.0,67420.5,16.0,14.6,32030.0,10860.606250000004,1000.0,89595.1,58360.68125
6486,980115,152160,60,2536,,monthly issuance,960423,17,south Bohemia,74062,99,15,4,2,7,61.4,8114,6.43,2.62,119,1358.0,1181,50,True,480411,17,south Bohemia,74062,99,15,4,2,7,61.4,8114,6.43,2.62,119,1358.0,1181,no card,0,2300.0,19986.6,121.0,14.6,22821.0,5783.188429752064,500.0,56534.6,28077.73140495863
5245,980117,125472,24,5228,,issuance after transaction,970411,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,52,True,460701,19,south Bohemia,51428,50,11,3,1,4,52.7,8402,6.43,3.98,120,1358.0,1099,no card,0,8700.0,42152.2,77.0,44.6,64700.0,15077.016883116888,800.0,143696.8,71376.04415584417
6643,980118,35856,24,1494,,monthly issuance,960817,47,east Bohemia,162580,83,26,5,1,6,72.8,9538,6.43,1.81,111,1358.0,5410,31,True,670719,47,east Bohemia,162580,83,26,5,1,6,72.8,9538,6.43,1.81,111,1358.0,5410,no card,0,22016.0,77333.8,95.0,14.6,33024.0,7941.095789473681,600.0,81244.2,55660.65578947373
5260,980119,123300,36,3425,,weekly issuance,960703,41,north Bohemia,118650,8,8,5,1,3,85.6,9832,6.43,4.48,114,1358.0,5471,53,True,450317,41,north Bohemia,118650,8,8,5,1,3,85.6,9832,6.43,4.48,114,1358.0,5471,classic,970622,5100.0,49599.2,90.0,30.0,58800.0,13272.657777777777,800.0,132024.9,55026.62000000002
5569,980120,504000,60,8400,,monthly issuance,960327,3,central Bohemia,75232,55,26,4,1,5,41.7,8980,6.43,2.21,111,1358.0,2813,27,False,710228,3,central Bohemia,75232,55,26,4,1,5,41.7,8980,6.43,2.21,111,1358.0,2813,no card,0,1680.0,25977.1,124.0,10.6,11500.0,4163.917741935483,200.0,39172.5,20942.59435483872
7110,980121,31260,12,2605,,monthly issuance,960407,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,30,False,680321,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,no card,0,2200.0,13932.4,131.0,14.6,15171.0,3881.65419847328,1000.0,46698.9,25084.423664122118
7139,980122,23412,12,1951,,monthly issuance,960529,72,north Moravia,226122,32,50,7,4,4,62.6,8994,6.43,4.79,110,1358.0,9208,43,False,550826,72,north Moravia,226122,32,50,7,4,4,62.6,8994,6.43,4.79,110,1358.0,9208,classic,970619,5500.0,52566.3,129.0,12.3,37120.0,7822.422480620153,800.0,88158.1,54304.50852713172
6791,980123,566640,60,9444,,monthly issuance,970321,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,26,True,720206,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,1680.0,29900.3,77.0,14.6,26384.0,5104.67922077922,200.0,61992.7,36640.32207792206
5360,980125,176328,36,4898,,monthly issuance,960510,53,south Moravia,107911,88,33,6,2,7,50.9,8240,6.43,3.56,99,1358.0,1903,55,False,430614,53,south Moravia,107911,88,33,6,2,7,50.9,8240,6.43,3.56,99,1358.0,1903,no card,0,6600.0,36423.3,171.0,14.6,44084.0,7444.476023391812,400.0,87431.8,47164.918713450286
5287,980126,64224,24,2676,,weekly issuance,961112,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,61,False,371213,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,no card,0,9749.0,23652.7,47.0,30.0,43958.0,8091.161702127661,900.0,92048.9,45735.838297872346
6553,980126,42384,12,3532,,monthly issuance,961008,40,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.43,7.07,97,1358.0,6872,57,True,411207,40,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.43,7.07,97,1358.0,6872,no card,0,5700.0,23454.4,132.0,14.6,60300.0,8414.379545454547,700.0,123072.0,48865.98409090907
7072,980127,22104,12,1842,,monthly issuance,970113,34,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,1358.0,5190,33,True,650410,34,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,1358.0,5190,no card,0,1800.0,39312.2,73.0,14.6,20262.0,4537.708219178082,700.0,61159.2,44135.94383561647
6044,980127,57060,12,4755,,weekly issuance,961208,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,55,False,430309,68,north Moravia,228848,15,40,18,2,6,57.2,9893,6.43,4.72,96,1358.0,5887,no card,0,8400.0,76442.4,86.0,30.0,48032.0,9409.703488372092,900.0,103606.4,46000.645348837184
5332,980129,37944,36,1054,,monthly issuance,960614,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,32,True,660410,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,classic,970828,1500.0,72915.1,107.0,14.6,36996.0,8860.97289719626,500.0,100074.6,61295.96915887843
6866,980205,122472,24,5103,,monthly issuance,961028,69,north Moravia,42821,4,13,5,1,3,48.4,8173,6.43,7.01,124,1358.0,1358,37,True,610131,69,north Moravia,42821,4,13,5,1,3,48.4,8173,6.43,7.01,124,1358.0,1358,no card,0,14.6,27867.4,112.0,14.0,68400.0,12554.058035714288,1000.0,106089.9,48395.94017857141
6633,980205,160656,24,6694,,monthly issuance,960425,10,central Bohemia,92084,55,29,4,3,5,46.7,10124,6.43,0.54,141,1358.0,4316,28,True,701210,10,central Bohemia,92084,55,29,4,3,5,46.7,10124,6.43,0.54,141,1358.0,4316,no card,0,42200.0,95643.0,146.0,14.6,56400.0,12154.313013698638,400.0,173151.0,52422.49109589047
6926,980207,374760,60,6246,,monthly issuance,961103,73,north Moravia,182027,17,49,12,2,7,56.4,8746,6.43,3.74,90,1358.0,4433,47,False,510612,73,north Moravia,182027,17,49,12,2,7,56.4,8746,6.43,3.74,90,1358.0,4433,no card,0,223.2,45938.9,112.0,14.6,56212.0,10749.780357142856,1000.0,102667.1,56102.474107142894
