loan_id,loan_value,loan_duration,payments,loan_success,account_district no. of inhabitants,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,card_type,no. of transactions,balance,nr_movements,min_trans_amount,max_trans_amount,avg_trans_amount,min_balance,max_balance,avg_balance
6613,84120,24,3505,1,42821,48.4,8173,6.43,7.01,124,1358.0,1358,48,True,0,13484.0,45528.9,19.0,30.0,47952.0,14769.1,900.0,89570.9,56910.689473684215
7036,194940,36,5415,1,112065,69.4,11277,6.43,1.44,127,1358.0,4987,34,False,0,4700.0,34212.3,91.0,1.3,58700.0,12668.317582417583,600.0,138172.6,56669.78791208786
5897,15192,24,633,1,122603,80.0,8991,6.43,2.01,128,1358.0,5273,26,True,0,4080.0,17351.9,169.0,14.6,21513.0,4099.694674556212,500.0,48157.1,29941.9053254438
6995,96168,12,8014,1,197099,74.7,9624,6.43,2.31,145,1358.0,4265,26,True,0,14700.0,3609.3,149.0,24.8,53500.0,8240.56174496644,600.0,138010.1,50492.688590603946
5415,139464,36,3874,-1,182027,56.4,8746,6.43,3.74,90,1358.0,4433,40,False,0,9125.0,65062.8,31.0,20.2,36854.0,8131.070967741934,300.0,65062.8,31532.748387096784
7136,54396,36,1511,1,110643,51.9,8441,6.43,4.48,115,1358.0,2252,59,False,0,1500.0,36208.8,23.0,14.6,11244.0,3853.8260869565215,800.0,42308.8,30293.708695652185
7271,392460,60,6541,1,107870,58.0,8754,6.43,4.31,137,1358.0,3868,18,True,0,14.6,53245.1,143.0,14.6,58870.0,12882.523076923082,900.0,115913.4,57131.7405594406
5375,101520,12,8460,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,22,True,0,14.6,16720.8,38.0,14.6,18513.0,5370.042105263158,400.0,43218.7,26449.09210526316
5635,77184,36,2144,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,44,True,0,600.0,22446.0,77.0,14.6,63600.0,14561.257142857145,200.0,142917.9,50722.27012987011
6817,70656,48,1472,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,46,False,0,7100.0,22476.1,53.0,14.6,26080.0,5188.33962264151,600.0,55343.2,32646.85094339623
5923,64656,48,1347,1,67298,43.8,8561,6.43,1.29,110,1358.0,1127,51,False,0,13609.0,44749.0,12.0,62.9,13609.0,6379.075,200.0,44749.0,25896.466666666664
5329,396120,60,6602,1,51428,52.7,8402,6.43,3.98,120,1358.0,1099,48,True,0,39610.0,88610.1,95.0,30.0,59415.0,15418.108421052631,500.0,104859.1,58855.27789473691
6644,93600,24,3900,1,81344,55.3,8899,6.43,3.97,149,1358.0,2487,26,False,0,3231.0,26235.8,55.0,14.6,45287.0,7856.412727272725,900.0,96108.3,40078.70727272725
6354,22968,36,638,1,93931,56.9,8427,6.43,1.54,107,1358.0,1913,48,True,0,8155.0,38831.0,11.0,16.3,8200.0,4184.636363636364,1000.0,38831.0,23324.936363636363
5082,262980,60,4383,1,53921,41.3,8598,6.43,3.26,123,1358.0,1875,32,True,0,43444.0,76081.3,56.0,14.6,44022.0,7310.239285714285,900.0,78574.3,41729.61607142857
6585,372120,60,6202,1,197099,74.7,9624,6.43,2.31,145,1358.0,4265,53,False,0,12800.0,46580.5,172.0,14.6,63300.0,15182.096511627911,500.0,128495.4,64044.04593023261
6921,86184,12,7182,1,285387,89.9,10177,6.43,7.75,81,1358.0,10108,58,True,0,18346.0,43157.5,42.0,14.6,64642.0,16523.60238095238,300.0,128146.0,59935.27142857143
5366,86184,12,7182,1,285387,89.9,10177,6.43,7.75,81,1358.0,10108,58,True,0,18346.0,39660.8,42.0,14.6,64642.0,16607.014285714282,300.0,128146.0,60273.67857142853
5886,192744,36,5354,1,145688,40.7,8544,6.43,1.86,109,1358.0,2906,34,False,0,8400.0,27799.1,26.0,14.6,49871.0,15435.05769230769,200.0,128778.8,62590.42307692309
5741,68544,24,2856,1,114006,62.3,9065,6.43,5.39,123,1358.0,4166,22,False,0,139.3,23759.8,54.0,30.0,44342.0,8948.183333333334,900.0,94207.7,44948.62592592594
4996,88440,12,7370,1,128118,85.3,9317,6.43,7.07,97,1358.0,6872,53,True,0,282.6,79007.6,31.0,100.0,47976.0,14850.767741935484,200.0,103239.0,62778.09032258065
6015,110112,24,4588,1,107911,50.9,8240,6.43,3.56,99,1358.0,1903,35,False,0,28800.0,106858.1,82.0,14.6,52500.0,17234.715853658538,700.0,135658.1,76232.70000000003
6309,110136,24,4589,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,40,True,0,4891.0,40746.5,63.0,14.6,60700.0,11660.536507936504,400.0,140542.8,50815.80476190475
6073,276300,60,4605,1,197099,74.7,9624,6.43,2.31,145,1358.0,4265,22,False,0,3950.0,27578.1,92.0,14.6,8888.0,3104.776086956522,500.0,40755.0,25997.563043478272
6006,359760,60,5996,1,161854,76.3,9425,6.43,2.5,125,1358.0,3891,19,False,0,4710.0,39959.4,48.0,14.6,51700.0,8082.339583333332,900.0,127807.6,32434.69375000001
5611,321180,60,5353,1,177686,74.8,10045,6.43,1.71,135,1358.0,6295,62,False,0,14723.0,37183.5,38.0,14.6,48180.0,13585.02894736842,700.0,90257.3,40524.463157894745
6944,46176,48,962,1,145688,40.7,8544,6.43,1.86,109,1358.0,2906,32,False,0,700.0,38725.1,17.0,64.5,18109.0,8573.594117647057,1000.0,54705.1,33613.10588235293
7101,421008,48,8771,1,177686,74.8,10045,6.43,1.71,135,1358.0,6295,45,False,0,4800.0,31168.0,50.0,14.6,31540.0,8521.962,600.0,72330.4,37436.421999999984
6599,72120,12,6010,1,139012,61.9,8363,6.43,3.49,108,1358.0,2799,46,True,0,7000.0,98631.7,102.0,14.6,54092.0,14376.881372549024,1000.0,109338.9,75686.06568627455
6940,228276,36,6341,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,37,False,0,14859.0,53707.9,20.0,14.6,22288.0,7186.860000000001,500.0,60236.6,41402.135
5209,182640,48,3805,1,145688,40.7,8544,6.43,1.86,109,1358.0,2906,56,True,0,900.0,23898.3,40.0,11.5,34246.0,9227.6,600.0,64411.8,37802.23000000001
5388,61560,12,5130,1,51313,59.2,8930,6.43,4.2,108,1358.0,1452,55,False,0,10303.0,20051.1,71.0,30.0,46166.0,9739.39718309859,200.0,73559.9,32967.71267605635
6011,179328,48,3736,1,387570,100.0,9897,6.43,1.96,140,1358.0,18696,25,False,0,15700.0,36074.7,52.0,14.6,34960.0,8935.784615384613,200.0,81614.7,44093.97115384616
5591,155616,48,3242,1,92084,46.7,10124,6.43,0.54,141,1358.0,4316,39,True,0,7500.0,24447.1,30.0,14.6,29176.0,9151.153333333332,300.0,62153.6,39426.06999999999
7154,417600,60,6960,1,157042,33.9,8743,6.43,2.43,111,1358.0,3894,28,False,3,4500.0,58638.6,34.0,100.0,36305.0,8159.970588235291,200.0,87052.1,43196.74411764705
7130,123408,24,5142,1,119895,89.9,10446,6.43,9.4,90,1358.0,4743,34,False,3,1807.0,8357.1,65.0,67.5,46000.0,5789.864615384616,700.0,85626.9,28359.255384615382
6818,155616,48,3242,1,226122,62.6,8994,6.43,4.79,110,1358.0,9208,27,True,0,14600.0,60694.1,172.0,14.6,36960.0,4895.974418604649,200.0,75294.1,44197.50988372092
5625,222180,60,3703,-1,45714,55.6,8843,6.43,3.6,113,1358.0,888,59,False,0,6900.0,59578.8,59.0,14.6,52600.0,11725.494915254236,800.0,130659.1,55230.44406779658
6805,45024,48,938,1,285387,89.9,10177,6.43,7.75,81,1358.0,10108,41,True,0,17800.0,38384.3,39.0,14.6,31636.5,7779.815384615385,800.0,63659.3,41994.90769230771
7233,115812,36,3217,1,93931,56.9,8427,6.43,1.54,107,1358.0,1913,45,False,0,3100.0,41878.1,124.0,14.6,50800.0,13280.084677419358,1100.0,119527.2,56646.51612903229
7308,129408,24,5392,1,106054,63.1,8110,6.43,6.55,109,1358.0,3079,36,True,0,4780.0,24199.5,107.0,14.6,24212.0,4550.302803738317,1000.0,56055.6,30869.78130841124
